"","track","key","key_duration","chord","chord_duration","tempo"
"35","guster2007-04-20d2t08","Ab major, Bb major, C major, C minor, Db major, E minor, F major, F minor, F# / Gb major, F# minor, G major","6.68734693900001, 2.229115646, 82.477278912, 21.548117913, 4.45823129300001, 24.520272109, 3.71519274399998, 11.88861678, 4.45823129199999, 3.71519274400001, 99.567165532","A/B, Am, Am7, C, C/E, C6, Cmaj7, Dmaj7, Em, Em6, F, F/C, F#7, Fmaj7, G, Gmaj7","1.81115646200001, 15.092970523, 4.365351473, 55.913650797, 3.34367347, 24.798911564, 22.43047619, 1.57895691600001, 22.38403628, 0.603718820000012, 10.216780045, 1.114557823, 2.04335600900001, 14.535691611, 17.275646257, 5.154829932",119.604018421053
"36","guster2007-04-21d1t02","C major, C minor, E minor, F major, F minor, G major, G minor","95.85197279, 47.554467121, 6.68734693800002, 11.145578231, 3.715192743, 46.068390022, 0","A, Am, Am7, Bb/D, C, C6, Cmaj7, Eaug, Em, Em7, F, F#/G#, Fmaj7, G, G/D, Gm","3.80807256299998, 4.829750568, 20.712199546, 1.48607709800001, 53.823854871, 8.823582767, 23.266394556, 1.114557823, 22.894875282, 0.975238096000012, 31.021859415, 2.136235828, 7.19818594200001, 21.08371882, 0.371519274999997, 2.08979591799999",111.266036
"37","guster2007-04-24t21","A major, C major, C minor, E minor, F minor, F# minor, G major","2.97215419400004, 115.170975059, 83.220317457, 1.48607709699999, 10.402539683, 4.45823129299998, 13.374693879","A7, Am, Am7, Amaj7, C, C6, Cm, Cm7, Cmaj7, Dm, Ebmaj7, Em, Emaj7, F, F6, Fm, Fmaj7, G, G/D, G7/B, Gdim7","1.39319727900002, 3.66875283400001, 24.845351473, 3.29723355900001, 47.972426303, 4.133151927, 2.97215419399998, 4.31891156500001, 21.22303855, 1.99691609999999, 1.39319727900002, 24.380952379, 0.928798185999995, 29.489342404, 1.021678005, 1.06811791400001, 5.29414966100001, 25.634829934, 0.603718821000001, 1.532517007, 0.743038548999976",140.73908
"38","guster2007-07-08.d01t02","A major, A minor, C major, C minor, C# minor, Db major, F major, F minor, G minor","10.402539683, 83.220317461, 91.393741496, 10.402539682, 0, 2.229115647, 17.832925169, 2.229115646, 2.972154195","A, A7, Am, Am7, C, C/E, C6, Cmaj7, D6, D7/F#, E, Em, Em7, Emaj7, F, F/G, Fmaj7, G","5.66566893500003, 1.81115646200001, 8.916462585, 12.863854874, 42.260317459, 2.229115646, 24.845351473, 11.238458049, 4.22603174599999, 3.947392291, 1.160997732, 17.322086168, 6.733786849, 1.20743764100001, 31.207619049, 1.439637188, 13.281814061, 23.034195012",121.219310344828
"39","guster2007-07-08t02","Bb major, C major, C minor, Db major, E minor, F major, G major, G minor","2.229115646, 115.170975057, 66.130430837, 1.486077098, 0, 28.235464853, 2.22911564699999, 4.45823129200002","A, Am, Am7, Bbmaj7, C, C/E, C6, Cm, Cmaj7, D, D6, Dm6, Dm7, E, Em, Em7, F, F#dim7, F#m7, F6, Fmaj7, G, G6, Gmaj7","1.53251700700001, 5.75854875200002, 17.693605441, 2.13623582699998, 47.322267572, 2.693514739, 14.721451246, 2.08979591900001, 13.188934241, 1.207437642, 0.417959182999994, 0.325079364999993, 1.904036281, 9.00934240300001, 8.31274376499995, 14.396371882, 38.8702040820001, 1.67183673500003, 7.10530612199997, 3.25079365200003, 1.71827664400001, 25.959909299, 1.114557824, 1.207437642",124.897041666667
"40","guster2007-07-28d1t02","A minor, Bb major, C major, C minor, Db major, E major, E minor, Eb / D# minor, Eb major, F minor, F# / Gb major, G major","78.019047619, 1.48607709699999, 109.226666667, 17.83292517, 0.743038548000001, 2.229115646, 0.743038548999976, 0, 8.916462585, 14.117732427, 2.972154195, 5.201269841","A, Am, Am7, Amaj7, B7/D#, Bbmaj7, C, C6, Cmaj7, D6, Dm6, E7, E7/G#, Ebmaj7, Em, Emaj7, F, F/G, Fdim7, Fmaj7, G, G6, G7","1.39319727899999, 12.167256237, 5.387029479, 1.67183673500001, 0.603718820999987, 1.532517007, 44.21079365, 22.894875284, 19.644081634, 0.325079365000008, 0.464399092999997, 1.25387755099999, 0.371519274999997, 1.85759637200002, 21.03727891, 2.368435374, 30.046621315, 1.764716553, 1.25387755100002, 10.681179138, 18.901043083, 0.371519274000001, 5.66566893400001",120.805363636364
"41","guster2007-09-07d1t08","A minor, C major, C minor, D major, D minor, Db major, F major, F# / Gb major","4.45823129399997, 91.393741497, 53.498775509, 0, 14.117732426, 2.229115646, 39.381043083, 10.402539683","Am, Am7, Bdim7, Bm, C, C/E, C6, Cm, Cmaj7, Em, Em7, Emaj7, F, F6, Fmaj7, G, Gm7","14.953650795, 24.42739229, 15.88244898, 3.39011337899998, 45.929070295, 0.975238095000002, 15.836009071, 4.179591836, 4.736870747, 7.24462584999999, 8.82358276600003, 1.625396825, 31.346938778, 2.69351473799999, 9.42730158699997, 22.012517007, 1.48607709800001",137.32768
"42","guster2007-09-08d1t01","A minor, B major, Bb major, C major, C minor, C# minor, D minor, F major, F minor, F# / Gb major, F# minor, G major, G minor","11.145578231, 5.944308389, 1.486077098, 73.560816327, 28.235464853, 3.71519274299999, 1.48607709800001, 48.297505669, 14.860770974, 4.458231293, 2.229115646, 39.381043084, 17.83292517","Am, Am7, C, C6, Cm6, Cmaj7, D6, D7/F#, Dmaj7, Em, Em7, F, F/G, F6, Fmaj7, G, Gmaj7","21.640997734, 2.043356009, 50.851700682, 35.5265306130001, 3.575873016, 14.860770975, 0.510839003000001, 0.557278912000001, 3.76163265300002, 7.10530612199999, 13.18893424, 15.232290248, 2.55419501, 2.73995464800004, 4.31891156399999, 20.479999999, 5.9907483",143.911794117647
"43","guster2007-10-05t02","A major, A minor, C major, C minor, E minor, F minor, G major","1.48607709799998, 80.248163265, 94.365895691, 18.575963719, 30.464580499, 2.972154195, 2.972154195","Am, Am7, C, C6, Cmaj7, D6, Ddim7, Dm6, Dm7, Eaug, Em, F, F/G, Fmaj7, G, Gmaj7","13.699773243, 14.535691607, 44.675192743, 9.79882086099997, 25.495510206, 0.371519273999994, 0.510839001999997, 1.34675737000001, 1.764716554, 0.975238095000002, 23.080634922, 21.455238094, 8.03410430699999, 9.56662131699997, 23.637913834, 4.17959183599999",160.826321428571
"44","guster2007-10-06d1t02","A minor, C major, C minor, E minor, F major, G major, G minor","16.346848073, 87.678548751, 44.582312922, 3.71519274399998, 25.263310659, 29.721541952, 6.68734693900001","A, A7, Am, Am7, C, C6, Cmaj7, Em, Em7, F, F/G, F6, Fmaj7, G","2.97215419499999, 0.603718821000001, 9.24154194999999, 12.120816326, 39.566802721, 12.863854875, 29.814421771, 24.706031746, 2.69351473900002, 33.018775506, 3.62231292599999, 1.81115646299997, 5.38702947900001, 25.402630387",121.115666666667
"45","guster20070908t01","A minor, B major, Bb major, C major, C# minor, E minor, F major, F minor, F# minor, G major, G# minor","101.053242631, 2.229115646, 0, 90.650702949, 16.346848072, 5.20126983999998, 3.71519274400001, 7.430385487, 1.486077098, 11.88861678, 2.229115646","Am, Am7, Bmaj7, C, C/E, C6, Cmaj7, E/B, Em, Em7, F, F/C, Fmaj7, G, G6","34.458412696, 4.50467120100004, 3.29723356, 44.210793652, 1.160997733, 22.7555555579999, 15.139410432, 1.346757369, 11.052698413, 8.31274376400002, 20.9443990919999, 1.53251700599999, 17.554285714, 17.22920635, 4.133151927",121.121932432432
"46","guster2008-01-28d1t01","(unknown), A major, A minor, C major, E major, E minor, F major, F minor, F# / Gb major, G# minor","0.743038548, 1.48607709800001, 40.124081633, 157.524172335, 7.43038548699999, 8.91646258499998, 5.94430839, 5.20126984199999, 2.972154195, 8.916462585","Ab, Abm6, Am, C, C/D, C6, C7/E, Caug, Cm6, Cmaj7, D, Dm7, E, Eaug, Ebmaj7, Em, F, F/C, Fm, Fmaj7, G","0.789478458, 4.179591837, 36.269569161, 48.947664398, 0.650158730000001, 21.408798187, 0.789478457999991, 1.160997732, 0.835918367000005, 16.068208616, 0.510839002000012, 1.811156462, 0.789478457999998, 1.95047619099998, 2.368435375, 16.486167801, 24.473832198, 7.52326530699997, 0.510839003000001, 1.43963718800001, 21.919637189",138.062875
"47","guster2009-04-04t02","B major, C major, C minor, C# minor, E major","9.65950113300002, 181.301405894, 26.749387756, 0, 2.22911564699999","A, A/E, Am, Am7, C, C6, Cmaj7, D6, Ddim7/C, E7, Em, Em7, F, F/G, F#dim7/E, F6, F7, Fmaj7, G, G7/B","1.53251700600001, 2.832834467, 9.79882086300001, 4.50467120199999, 74.303854878, 4.78331065800001, 11.470657596, 0.510839003000001, 4.22603174599999, 1.81115646200001, 25.959909297, 2.693514739, 22.894875282, 1.53251700600001, 2.275555556, 2.08979591900001, 1.85759637199999, 8.17342403599997, 24.520272107, 0.417959183999983",111.427216666667
"48","guster2009-05-02d1t01","A minor, Ab major, B major, B minor, Bb minor, C major, C minor, C# minor, Db major, E major, E minor, Eb / D# minor, F major, F minor, F# / Gb major, G major, G minor, G# minor","36.40888889, 2.22911564600001, 8.17342403599996, 5.94430839, 5.201269841, 125.573514739, 9.659501133, 6.687346939, 4.45823129299998, 12.631655329, 19.319002266, 9.65950113400001, 6.68734693899998, 0.743038549000005, 8.17342403600003, 12.631655329, 2.22911564600003, 6.687346939","Ab7, Am, Am7, Amaj7, C, C/E, C/G, C6, Cm, Cmaj7, D6, E, E7/G#, Eaug, Em, Em7, Emaj7, F, F/G, Fmaj7, G, G6","1.160997732, 26.842267572, 5.99074829899996, 5.108390023, 75.7434920669999, 3.15791383200001, 0.557278912000001, 2.50775510199998, 2.739954649, 8.40562358200003, 0.835918367000005, 1.99691609999999, 1.671836735, 1.021678005, 20.154920637, 1.068117914, 2.414875284, 13.328253967, 4.31891156399999, 18.158004537, 21.733877548, 0.603718821000001",143.994565217391
"49","guster2009-06-20d1t01","A minor, Ab major, C major, C minor, E minor, F major, F minor, F# minor, G major, G minor","23.77723356, 0.743038547999987, 104.025396826, 11.888616781, 53.49877551, 5.94430838999998, 14.860770975, 11.145578232, 39.381043084, 4.458231291","Ab7/C, Adim7/G, Am, Am7, Amaj7, B, B/F#, Bb7, Bbm7, Bbmaj7, Bmaj7, C, C#maj7, C6, Cmaj7, E/B, Ebdim7, Em, Emaj7, F, F/C, F/G, Fm, Fmaj7, G, G7, Gdim7, Gm7","1.486077097, 2.22911564600003, 5.66566893300003, 18.947482996, 4.272471655, 0.603718820000012, 0.743038549000005, 0.510839003000001, 2.136235827, 4.59755102, 0.464399092999997, 59.489523808, 0.603718821000001, 47.182947846, 15.696689342, 1.53251700600001, 1.207437642, 23.08063492, 0.464399092999997, 15.092970521, 1.81115646200001, 6.130068028, 1.439637189, 7.29106576000001, 24.3809523819999, 0.371519274999997, 2.600634921, 1.34675736899999",138.349068181818
"50","guster2009-06-20t01","Ab major, Bb major, C major, Db major, E major, E minor, F major, G major","11.145578231, 0, 119.62920635, 2.972154195, 4.45823129300001, 72.817777778, 9.65950113300001, 25.263310657","A, Abmaj7, Am, Am7, B/F#, Bb6, Bb7, Bbdim7, C, C/E, C/G, C6, C7/E, Cmaj7, E/D, Ebdim7/Db, Edim7, Edim7/D, Em, Emaj7, F, F/G, F#dim7, F#maj7, Fmaj7, G, G6, Gm, Gm6, Gmaj7","2.41487528399998, 1.114557824, 22.337596373, 13.885532879, 0.789478457999991, 3.15791383200002, 1.57895691600001, 6.222947846, 60.464761904, 1.207437641, 2.73995464800001, 21.037278911, 1.764716553, 7.98766439999999, 0.696598639999991, 1.11455782299998, 0.371519274000008, 1.904036281, 24.613151928, 0.603718819999997, 10.495419502, 9.24154194999999, 2.27555555500001, 1.904036281, 13.467573696, 13.699773243, 3.575873016, 1.48607709699999, 2.507755102, 6.78022675799999",130.039725
"51","guster2009-07-04t02","A minor, C major, C minor, E minor","8.173424036, 191.703945578, 3.71519274400001, 2.229115646","A, Am, Am7, B, C, C/E, C/G, Cmaj7, E, Em, Em7, F, Fmaj7, G, G6","5.619229025, 9.38086167800002, 12.863854875, 1.532517007, 65.062312928, 0.975238094999995, 0.464399092999997, 11.145578231, 0.835918367000001, 22.523356008, 1.02167800399999, 36.826848072, 7.33750566899998, 24.566712019, 0.975238094999998",108.9676
"52","Guster2009-07-25_MG270_16-44T01","Ab major, C major, C minor, D minor, Eb / D# minor, G major, G# minor","1.48607709799998, 200.620408163, 20.062040816, 0, 0.743038549000005, 5.201269841, 8.916462585","A/B, Am, Am7, Bmaj7, C, C/E, Cmaj7, Em, F, F/C, F/G, Fmaj7, G, G6, Gm6","2.32199546500001, 12.492335601, 20.154920634, 4.783310658, 100.170884356, 1.16099773299999, 4.82975056799999, 23.266394556, 10.356099773, 1.90403628200002, 3.15791383099999, 9.05578231400003, 22.569795918, 3.065034013, 0.557278910999997",133.755615384615
"53","guster2009-07-25.akg463-v3.d1t01","A minor, B major, B minor, Bb major, C major, C minor, D minor, F major, G major, G minor","13.374693878, 2.229115646, 6.687346938, 11.145578231, 60.929160997, 28.235464853, 1.486077098, 56.470929705, 46.068390024, 20.062040815","A, Adim7/G, Am, Am6, Am7, B7/D#, C, C/E, C6, Cmaj7, D6, Dm6, Dmaj7, E, Em, F, F/G, Fmaj7, G, G6, Gaug, Gm6, Gmaj7","1.48607709800001, 2.972154195, 5.20126984100001, 1.99691610000001, 13.792653062, 0.603718821000001, 27.028027207, 0.975238095000002, 19.040362812, 57.5390476189999, 0.417959183999983, 1.811156463, 2.925714285, 1.30031746, 22.38403628, 30.139501136, 3.20435374099999, 4.92263038599998, 22.662675738, 0.510839003000001, 1.671836734, 2.229115646, 2.136235828",155.071058823529
"54","guster2009-07-25t01","A major, A minor, Ab major, Bb minor, C major, C minor, D minor, Db major, F major, G major","17.089886622, 69.845623583, 0.743038547999987, 5.201269841, 72.074739229, 27.492426303, 2.972154195, 4.45823129300001, 2.229115646, 49.783582767","A/B, Adim7, Am, Am7, Bdim7, Bm6, Bm7, Bmaj7, C, C/E, C#dim7/B, C6, Cm, Cmaj7, D/A, E, Em, Em7, F, F/G, Fm, Fmaj7, G, G7/B, Gmaj7","10.309659864, 1.253877551, 37.244807254, 5.85142857000002, 7.337505669, 2.136235828, 3.66875283500001, 4.41179138300001, 69.4276644, 1.114557823, 4.13315192799999, 12.863854876, 2.275555556, 1.25387755099999, 0.743038549000005, 0.417959184000011, 12.445895692, 4.41179138400003, 27.631746032, 1.43963718799999, 0.928798186000009, 10.077460318, 3.854512472, 5.94430839, 18.668843536",163.920424242424
"55","guster2009-07-25t02","A minor, Ab major, Bb major, C major, C minor, D minor, Db major, E minor, F major, G major","45.325351473, 1.48607709799998, 8.916462585, 104.768435375, 14.860770975, 0, 2.972154195, 1.48607709800001, 40.124081632, 7.430385487","A/B, Am, Am7, Bb, Bbmaj7, Bdim7/A, Bm6, Bm7, C, C/E, C6, Cmaj7, E, E/B, E7/G#, Em, Em7, F, Fmaj7, G, G/F","2.78639455800001, 22.476916098, 17.879365079, 1.16099773300002, 1.57895691600001, 1.71827664400001, 1.625396825, 1.20743764099998, 45.093151928, 2.04335600799999, 6.96598639499999, 14.349931971, 0.464399092999997, 1.43963718800001, 0.371519274999997, 15.418049887, 3.204353742, 38.591564629, 5.43346938799999, 28.746303856, 0.696598639000001",139.32124
"56","guster2009-07-26t01","A major, A minor, Ab major, Bb major, C minor, C# minor, D major, Db major, E major, E minor, F major, F minor, F# / Gb major, G major, G minor","3.71519274400003, 14.117732426, 35.66585034, 6.687346938, 33.436734694, 11.88861678, 0, 54.984852607, 1.48607709699996, 1.48607709800001, 17.089886621, 2.972154195, 8.91646258600001, 57.957006803, 11.88861678","Ab/Gb, Ab7/C, Abdim7/Gb, Am, Am7, Amaj7, B/F#, C, C/E, C/G, C6, Cdim7, Cmaj7, D7/F#, Dmaj7, E, Em, F, F#, F#7, F#dim7, F#m7, F#maj7, Fm, Fmaj7, G, G/A, G6, Gmaj7","0.603718821000001, 1.99691609999999, 8.034104308, 14.582131519, 28.096145127, 1.253877551, 2.27555555500004, 77.46176871, 1.207437641, 0.557278910999997, 17.275646259, 0.835918368, 12.817414966, 2.41487528400002, 1.85759637199999, 1.253877551, 19.7369614500001, 9.752380952, 6.037188208, 1.30031746, 2.69351473900002, 9.14866213099998, 4.365351473, 2.18267573599999, 12.399455782, 7.337505669, 3.854512471, 0.743038548999991, 11.93505669",124.744111538462
"57","guster2009-07-26t02","A minor, Ab major, C major, C minor, C# minor, D major, Db major, F major, F minor, F# minor, G major","5.201269841, 1.486077097, 83.963356009, 30.464580499, 1.486077098, 4.45823129199999, 79.505124717, 20.062040817, 11.888616779, 8.916462585, 2.972154195","A7, Abaug, Am, Am7, B7, C, C/E, C6, Cdim7, Cmaj7, D6, Daug, E7, Eb6, Ebm6, Em, F, Fmaj7, G, G/A, G/D, G6, Gmaj7","4.829750566, 0.835918367999998, 13.7926530630001, 16.207528345, 0.417959182999994, 88.003628121, 3.34367347, 10.681179138, 1.43963718800001, 7.15174603200001, 0.696598639000001, 0.882358277000009, 0.928798185999995, 0.278639455000018, 0.278639455999979, 18.5759637169999, 23.266394557, 10.309659863, 12.53877551, 2.043356009, 1.532517007, 0.650158729999987, 11.795736961",127.82385
"58","guster2009-08-07d1t01","A minor, B major, C major, C minor, D minor, E major, E minor, Eb / D# minor, F major, F# / Gb major, G major, G minor, G# minor","58.700045353, 2.229115646, 82.477278912, 0.743038549000005, 14.117732425, 3.715192744, 8.17342403499999, 13.374693877, 5.94430839, 5.94430838999999, 38.638004536, 11.88861678, 2.972154195","A, A7, Am, Am7, C, C6, C7, Cmaj7, Em, F, F/G, F#m, Fm, Fmaj7, G, Gmaj7","3.85451247099999, 1.85759637200002, 21.966077098, 13.096054421, 41.099319727, 39.984761906, 4.55111111100001, 11.609977324, 16.021768708, 10.681179139, 7.244625851, 2.08979591899998, 1.764716553, 14.117732425, 7.47682539700001, 14.814331066",139.223185185185
"59","guster2009-08-08d1t01","A minor, Ab major, B major, Bb major, C major, E major, E minor, F major, G major","24.520272109, 0.743038548999998, 0.743038549000005, 9.659501134, 112.941859409, 0, 60.186122448, 0.743038549000005, 28.978503402","Abmaj7, Am, Am7, B7/D#, Bdim7, C, C/E, C#aug, C6, Cdim7, Cmaj7, Dm7, Em, Em7, Emaj7, F, F/C, Fmaj7, G, G6, Gaug, Gmaj7","0.928798185999995, 18.436643991, 6.501587302, 1.16099773300002, 1.11455782300001, 53.313015874, 0.975238094999995, 0.789478457999991, 23.684353741, 0.743038549000005, 23.034195012, 0.510839001999997, 16.068208617, 4.736870748, 5.06195011299999, 12.492335597, 4.17959183699999, 15.371609978, 16.950566895, 0.510839001999983, 0.882358276000019, 8.96290249399999",117.72528
"60","Guster2009-10-28d1t14","A minor, Ab major, C major, C minor, Db major, E minor, F major, G major","13.374693878, 2.972154195, 84.706394558, 27.492426303, 2.972154195, 10.402539682, 8.91646258399999, 46.068390024","A, Abmaj7, Adim7/G, Am, Am7, B7/D#, C, C/E, C6, C7/E, Cm, Cm6, Cmaj7, Em, Em7, F, F6, F7, Fmaj7, G, G/A, Gaug, Gmaj7","2.089795919, 0.417959183999983, 1.253877551, 4.13315192799998, 30.185941042, 0.464399092999997, 48.158185941, 1.114557823, 26.517188208, 2.55419501200001, 6.965986395, 9.38086167800002, 3.993832199, 8.96290249500001, 9.79882086199999, 15.78956916, 1.34675737, 2.18267573599999, 0.510839001999983, 9.938140589, 1.857596372, 1.95047619099999, 6.40870748399999",127.708333333333
"61","guster2009-10-29d1t01","A major, A minor, B major, Bb major, Bb minor, C major, C minor, C# minor, Db major, E minor, F major","15.603809525, 15.603809524, 6.687346939, 2.229115646, 0.743038548, 166.440634921, 15.603809524, 3.71519274299999, 8.17342403599997, 11.88861678, 9.65950113299999","A, A7, A7/C#, Am, Am7, Bbdim7/Ab, C, C/E, C6, Cmaj7, Em, Emaj7, F, F#, F#m, F#maj7, Fmaj7, G","5.572789116, 1.48607709799998, 1.068117914, 12.353015872, 24.845351477, 3.15791383200002, 68.3131065740001, 2.507755102, 12.306575964, 6.45514739199999, 17.043446712, 0.557278911999987, 24.288072561, 1.160997732, 6.315827665, 5.108390023, 12.120816327, 22.709115645",142.59911875
"62","guster2009-10-30d1t08","A minor, Ab major, B major, Bb major, C major, C minor, D minor, Eb / D# minor, Eb major, F major","28.978503401, 18.575963719, 0.743038549000005, 1.48607709800001, 127.059591836, 29.72154195, 2.229115646, 9.65950113299999, 5.94430839, 17.089886622","Am, Am7, B7/D#, C, C/E, C/G, C6, Cm, Cmaj7, D, Em, Em7, F, F/G, F#maj7, F7, Fdim7, Fmaj7, G, Gm, Gmaj7","18.715283445, 3.900952382, 0.557278910999997, 41.749478457, 1.950476191, 2.136235828, 25.541950112, 6.17650793599999, 2.136235827, 2.64707483000001, 9.33442176999996, 9.380861677, 21.919637189, 6.50158730099999, 2.36843537500002, 2.414875284, 2.64707483000001, 21.548117914, 21.130158732, 0.557278910999997, 4.133151928",130.895090909091
"63","guster2009-10-30d1t09","A major, A minor, Bb minor, C major, C minor, C# minor, D minor, Eb / D# minor, F major, F minor, G major, G minor","1.48607709700002, 47.55446712, 5.94430838999997, 130.77478458, 17.83292517, 0, 11.888616781, 1.48607709700002, 16.346848072, 2.22911564699999, 2.22911564699999, 4.45823129200002","A, A7, Am, Am7, Bbmaj7, C, C/E, C#7, C6, C7, Cdim7, Cmaj7, D, Eb/Bb, Ebaug, Ebdim7/Db, Ebmaj7, Em, Em7, Emaj7, F, F/G, F#, F7, Fdim7, Fmaj7, G, Gmaj7","1.114557823, 1.532517007, 27.538866213, 6.45514739299999, 1.068117914, 40.6813605429999, 1.90403628000001, 1.16099773300002, 18.901043084, 1.16099773299999, 0.789478458000019, 8.26630385399999, 2.64707483000001, 0.928798185999995, 0.603718821000001, 1.48607709699999, 1.95047618999999, 9.659501134, 7.56970521400002, 0.928798185999995, 27.028027212, 7.56970521700003, 1.25387755100002, 3.11147392399997, 2.55419501099999, 15.371609977, 16.300408164, 9.65950113400001",147.280137931034
"64","guster2009-10-31d1t13","A minor, Ab major, B major, C major, C minor, Db major, E major, F major, F# / Gb major, G major","19.319002267, 8.173424035, 1.48607709699999, 124.087437642, 19.319002268, 8.173424037, 1.48607709700002, 27.492426304, 4.45823129299998, 2.972154195","Am, Am7, B7/D#, C, C/E, C6, Cdim7, Cmaj7, E7, Em, Em7, F, F/C, F/G, Fmaj7, G","20.294240365, 5.71210884400001, 0.417959184000011, 40.82068027, 3.29723356000001, 23.77723356, 2.08979591799999, 14.071292517, 0.696598639999991, 14.582131521, 2.55419501099999, 33.947573697, 5.89786847900001, 2.13623582700001, 3.57587301499998, 23.637913832",139.09128
"65","guster2009-11-06t02","A major, A minor, C major, C minor, D minor, E minor, F major, F minor, G major","7.430385487, 26.006349206, 138.948208616, 5.94430839000002, 12.63165533, 9.65950113400001, 31.950657596, 4.45823129199999, 2.22911564699999","A, A6, Ab, Am, Am7, B7, C, C6, C7/E, Cm, Cmaj7, E, Em, F, F/C, F/G, Fmaj7, G","3.436553288, 3.76163265299999, 1.068117914, 21.0372789100001, 9.89170067899999, 0.510839001999983, 50.758820863, 28.235464851, 0.882358275999991, 2.368435374, 8.35918367399996, 2.41487528499999, 17.786485263, 31.114739228, 1.95047619100001, 1.718276644, 4.040272109, 25.031111111",110.378156756757
"66","guster2009-11-07d1t01","A minor, B major, C major, C minor, D minor, E minor, Eb major, F major, F minor, G major","2.972154195, 2.972154195, 80.991201813, 48.297505669, 11.14557823, 22.291156464, 0, 53.498775511, 14.117732427, 20.805079364","Ab/Eb, Am, Am7, Amaj7, Bb6, C, C#6, C6, C7, Cmaj7, D/C, Edim7/D, Em, F, F/G, F#maj7, Fm, Fmaj7, G, Gmaj7","0.789478458000019, 3.85451247099999, 23.219954647, 4.45823129399997, 1.904036281, 76.115011337, 5.247709751, 25.959909297, 4.17959183599999, 3.668752834, 2.69351473899999, 1.43963718799998, 18.993922901, 16.579047623, 3.018594104, 1.99691610000002, 0.928798185999995, 10.170340136, 12.724535148, 10.820498866",124.382882352941
"67","guster2009-11-27t12","A minor, C major, C minor, F major","72.074739229, 92.136780044, 41.610158731, 0","A, Am, Am7, B/F#, C, C6, Cmaj7, Ddim7/C, Em, Em7, Emaj7, F, Fmaj7, G","1.904036281, 9.70594104199998, 8.77714285500003, 0.975238096000027, 51.641179137, 27.538866214, 16.904126986, 0.325079364999993, 17.554285713, 2.925714285, 1.25387755099999, 16.346848075, 15.418049886, 23.684353743",131.451882352941
"68","guster2009-11-28d1t01","A minor, Ab major, B major, Bb minor, C major, C minor, E minor, Eb / D# minor, Eb major, F major, F minor, F# / Gb major","71.33170068, 2.22911564700001, 0.743038548999998, 5.201269842, 101.05324263, 34.179773243, 5.94430839000001, 4.458231293, 6.687346939, 5.94430838999997, 6.687346938, 20.062040815","Abmaj7, Am, Am7, Amaj7, B, B7, Bb/F, Bbmaj7, Bm7, C, C6, Caug, Cdim7, Cm7, Cmaj7, D7, Dm, Em, Em7, Emaj7, F, F/C, F6, F7, Fm6, Fmaj7, G, G6, G7, Gdim7/F, Gm, Gmaj7","1.81115646199999, 19.690521542, 2.414875283, 1.625396825, 2.13623582700001, 1.48607709800001, 1.06811791300001, 1.114557824, 0.557278911999987, 46.950748297, 40.30984127, 1.160997733, 2.04335600900001, 3.204353741, 10.309659863, 0.464399092999997, 3.15791383300001, 11.052698411, 7.10530612199997, 0.557278910999997, 23.034195013, 1.11455782399997, 1.99691609999999, 1.48607709699996, 0.835918367000001, 7.47682539799999, 17.925804989, 1.021678005, 0.557278911000026, 0.975238095000002, 0.510839002000012, 5.47990929800001",136.328073170732
