"","track","key","key_duration","chord","chord_duration","tempo"
"69","Guster2009.07.25mg200t01","A minor, B major, Bb major, Bb minor, C major, C minor, E minor, F major, F minor, G major","49.040544217, 10.402539682, 8.17342403700001, 3.715192743, 101.796281179, 11.145578231, 8.91646258600002, 34.179773244, 16.346848072, 0.743038547999987","A, A6, Adim7/G, Am, Am7, Bb, C, C/E, C#7, C6, Cmaj7, D6, Ebdim7, Em, Em7, F, Fmaj7, G, G6","0.743038549000005, 0.835918366999977, 2.55419501100002, 28.32834467, 6.22294784599998, 1.207437642, 61.161360546, 1.114557823, 0.789478458000019, 12.4458956909999, 11.517097506, 0.417959184000011, 2.136235828, 23.591473923, 0.510839002000012, 35.805170069, 7.29106575900002, 22.43047619, 4.643990929",115.896182758621
"70","guster2010-04-14d1t01","A minor, Ab major, B major, C major, C minor, Db major, E major, E minor, F major, F minor, F# / Gb major, F# minor, G major, G minor","8.916462585, 35.665850341, 20.805079365, 5.94430839, 25.263310658, 4.458231292, 0.743038547999987, 0, 77.276009071, 28.235464852, 2.229115646, 2.972154194, 2.972154195, 34.179773243","Ab7/C, Am, Am6, Am7, B/F#, Bb, Bbdim7/Ab, Bdim7/A, Bmaj7, C, C6, C7, Cm, Cm7, Cmaj7, Dm6, E, Em, Em7, F, F/G, F6, F7, Fm, Fmaj7, G, G6, Gdim7, Gm, Gmaj7","1.671836735, 5.619229025, 1.439637188, 20.990839003, 1.25387755100002, 1.160997732, 0.557278910999997, 1.57895691599998, 1.67183673400001, 63.0189569170001, 14.628571428, 3.529433107, 4.45823129099998, 2.554195012, 13.699773242, 0.557278910999997, 7.569705215, 13.096054423, 3.668752834, 17.554285714, 6.362267574, 1.160997733, 1.76471655399999, 1.021678005, 7.15174603199999, 17.043446712, 0.510839003000001, 1.625396825, 2.461315193, 4.690430839",136.56828125
"71","guster2010-07-31t02","A major, A minor, Ab major, Bb major, C major, C minor, Db major, E major, E minor, Eb / D# minor, Eb major, F minor, G major, G minor, G# minor","11.88861678, 18.575963719, 4.45823129199999, 7.43038548800001, 96.595011338, 36.408888888, 9.659501134, 2.22911564600003, 19.319002268, 1.486077098, 12.631655329, 2.229115646, 15.603809524, 0, 0.743038548","A/B, Aaug, Abm, Abm6, Abmaj7, Adim7, Am7, Amaj7, B7, Baug, Bbm7, Bbmaj7, Bdim7, Bmaj7, C#dim7/B, Ebmaj7, Em, Emaj7, F, F/A, F#m, F#m6, F7, F7/A, Fdim7, Fm7, G, G7/B, Gaug, Gdim7/F","1.25387755099999, 1.578956916, 2.229115647, 0.882358275999998, 62.693877553, 38.498684807, 6.64090702999999, 12.863854874, 8.823582767, 1.160997732, 9.61306122400001, 2.60063491999999, 1.48607709800001, 3.34367346900001, 1.11455782300001, 2.32199546499999, 1.99691610000001, 2.229115646, 4.45823129199999, 2.925714285, 2.13623582699999, 1.764716553, 11.377777778, 12.120816328, 4.55111111100003, 2.879274376, 0.510839003000001, 1.532517007, 3.29723356, 1.48607709699999",133.139405128205
"72","guster2010-08-01t01","A major, Ab major, Bb major, C major, C minor, E minor, Eb major, F minor, G major, G minor","0.743038548999998, 62.415238097, 6.687346939, 13.374693877, 2.229115646, 8.91646258400002, 4.458231292, 8.916462585, 102.539319728, 43.839274376","A7, Abm, Abmaj7, Adim7, Am, Am7, Amaj7, Bdim7/A, C, C6, C7, Cm, Cm6, Cmaj7, Dm6, E, E7, Eb6, Ebaug, Ebmaj7, Em, Em6, Em7, Emaj7, F, F7, F7/A, G, Gaug","3.94739229, 1.114557823, 22.941315193, 24.148752834, 1.81115646200001, 24.288072562, 7.66258503499998, 1.671836735, 14.814331067, 24.380952381, 1.578956916, 5.01551020400001, 10.170340135, 3.20435374100001, 2.507755102, 2.55419501099999, 7.43038548800001, 2.786394558, 2.04335600899999, 8.59138322, 6.59446712, 1.11455782300001, 4.133151928, 5.66566893400001, 3.575873016, 2.368435375, 1.207437642, 10.356099773, 5.01551020399999",143.073657142857
"73","guster2010-09-12t02","A minor, C major, C minor, D major, E minor, Eb major, F major, F minor","6.68734693799999, 159.010249431, 14.860770976, 0, 29.721541951, 7.43038548800001, 12.631655329, 5.94430838999997","A, A/B, A7, Am, Am7, Amaj7, B/F#, C, C6, Cmaj7, D, Dm6, Dmaj7, Em, Em7, F, Fmaj7, G, G/A, G/F, G6, G7/B, Gmaj7","3.34367346900001, 1.43963718800001, 0.928798185999995, 14.953650792, 20.201360545, 3.900952381, 0.882358276000019, 41.749478458, 7.47682539600001, 31.857777778, 2.83283446699998, 2.64707483000001, 1.904036281, 15.882448981, 9.75238095199997, 6.780226757, 21.733877553, 19.179682539, 0.557278910999997, 0.510839002000012, 3.71519274400001, 3.808072563, 4.31891156500001",110.548416129032
"74","guster2010-10-06t06","A major, Bb major, C major, C minor, C# minor, D major, D minor, F major, F minor, F# / Gb major, F# minor, G major, G minor","2.22911564699999, 2.22911564600003, 185.016598639, 32.693696145, 18.575963718, 6.68734693900001, 15.6038095239999, 1.48607709700002, 1.48607709799998, 8.916462585, 0, 2.22911564700001, 19.319002267","A, Adim7, Am, Am7, Bbm6, C, C/Bb, C/E, C/G, C7/E, Cdim7, Cdim7/Bb, Cmaj7, D7, E, Ebmaj7, Edim7, Em, F, F#/A#, F#7/A#, F#maj7, Fmaj7, G","0.789478458000019, 2.368435374, 9.47374149699998, 18.018684808, 2.368435374, 96.084172335, 3.85451247099999, 2.321995464, 3.15791383200002, 0.557278910999997, 2.46131519299996, 1.39319727899999, 4.45823129299995, 1.160997732, 1.53251700699997, 0.835918366999977, 5.94430838900001, 23.452154195, 12.724535149, 0.603718821000029, 1.81115646300003, 1.48607709699999, 14.860770975, 22.337596372",137.613357142857
"75","guster2010-10-27d2t03","A minor, C major, C minor, Db major, E minor, F major, G major","24.520272109, 92.136780045, 35.665850339, 7.43038548800001, 9.65950113400001, 26.006349206, 13.374693878","A, Am, Am6, Am7, B7, Bm7, C, C/E, C6, Dm6, Em, Em7, F, F/C, F6, Fmaj7, G, Gmaj7","4.22603174599999, 19.272562357, 4.41179138299999, 7.430385487, 1.20743764100003, 3.48299319699998, 81.084081634, 2.04335600900001, 20.433560092, 0.371519274000001, 9.28798186, 0.510839002000012, 15.371609976, 5.572789116, 1.71827664400001, 3.62231292599998, 13.885532879, 9.84526077199997",129.591166666667
"76","guster2010-10-29d2t02","A minor, Ab major, C major, C minor, Db major, E minor, G major","10.402539683, 9.65950113299999, 116.657052154, 14.860770975, 12.631655329, 1.48607709700002, 45.325351474","A, A6, Am, Am6, Am7, C, C/E, C/G, C6, C7, Cmaj7, Em, F, F/C, F#dim7/E, F6, F7, Fmaj7, G, Gmaj7","1.718276644, 1.43963718800001, 6.13006802600002, 1.43963718900001, 14.628571431, 74.210975057, 1.160997733, 0.510839001999997, 7.616145124, 1.57895691600001, 10.123900227, 19.458321995, 21.269478458, 1.857596372, 3.62231292600001, 0.975238095000009, 1.764716553, 7.476825396, 12.399455782, 13.003174602",125.6553
"77","guster2010-10-30d1t01","A major, A minor, B major, C major, C minor, C# minor, Db major, E minor, Eb / D# minor, F minor, F# / Gb major, G major","1.486077098, 0.743038549, 2.229115646, 49.783582767, 46.068390022, 8.173424035, 5.94430838999995, 33.436734693, 14.860770975, 2.972154195, 24.520272109, 83.96335601","A6, A7, Am, Am6, Am7, Amaj7, C, C/E, C6, Cmaj7, Eb7, Em, F, F/G, F#dim7, F#maj7, F7, F7/A, Fmaj7, G, Gmaj7","3.43655328700001, 2.879274377, 8.49850340099999, 6.501587301, 4.27247165599998, 2.693514739, 64.458594104, 2.32199546500001, 28.606984129, 4.736870748, 1.811156463, 15.650249434, 19.319002267, 1.57895691600001, 0.464399092999997, 1.16099773299999, 2.18267573700001, 2.414875283, 14.675011338, 14.024852607, 15.836009069",131.482
"78","guster20100414t01","A minor, Ab major, B major, C major, C minor, Db major, E major, E minor, F major, F minor, F# minor, G major","15.603809524, 22.291156462, 0.743038549000005, 133.003900226, 7.43038548799999, 8.17342403699999, 0, 15.603809524, 2.229115647, 8.17342403599999, 1.486077097, 20.805079364","Am, Am7, C, C/E, C6, C7, C7/E, Cm, Cmaj7, D/E, D6, Ddim7/C, E, Em, Em7, Emaj7, F, F7, Fmaj7, G, Gaug","7.75546485100003, 20.990839001, 80.155283447, 2.507755102, 5.94430839100001, 5.29414966, 3.90095238100002, 2.69351474000001, 10.634739228, 1.114557823, 0.464399092999997, 2.461315193, 8.823582767, 14.721451248, 3.62231292600001, 2.60063492, 10.63473923, 3.06503401399999, 13.7462131509999, 22.198276645, 1.90403628099999",108.799276666667
"79","guster2011-01-29d2t12","Ab major, B major, C major, C minor, C# minor, Db major, E minor, F major, F# / Gb major, G major, G minor","2.22911564500004, 14.860770975, 48.297505669, 62.415238094, 10.402539683, 16.346848073, 5.201269841, 89.9076644, 0, 17.83292517, 15.603809524","A, A/B, A7, Am7, B, Bm6, Bmaj7, C, C#6, C#dim7/B, C6, Cmaj7, Ebm7, Em, Em7, F, F/C, F#maj7, F6, Faug, G, G7/B, Gm, Gmaj7","3.76163265299999, 1.9969161, 3.29723356, 4.08671201699999, 0.603718821000001, 1.06811791399997, 2.08979591799999, 61.950839003, 4.59755102100002, 5.758548752, 24.752471655, 29.210702948, 1.99691609999999, 12.445895692, 2.275555556, 17.322086168, 7.33750566699997, 5.85142857099999, 1.90403628199999, 0.557278912000015, 22.709115647, 2.60063492100002, 1.11455782300004, 1.857596372",142.453429787234
"80","guster2011-02-25t04","A major, C major, C minor, E major, F major, F minor, G major","1.48607709699999, 140.434285713, 16.346848073, 17.089886622, 19.319002267, 19.319002268, 14.860770975","Abmaj7, Am, C, C#7, C#7/E#, C6, Cmaj7, Ddim7/C, E, Eaug, Em, Em7, Emaj7, F, F/C, F/G, F#6, F6, F7, Fm, Fmaj7, G, G7, Gmaj7","0.417959184000011, 22.291156464, 70.356462584, 1.53251700600001, 0.882358275999991, 3.29723356100001, 6.82666666699999, 2.972154195, 14.164172336, 1.95047618999999, 1.95047618999999, 2.32199546499999, 0.650158731000005, 11.331337869, 12.910294783, 3.900952381, 0.789478457999991, 1.71827664400001, 1.34675736899999, 2.46131519300002, 12.167256235, 6.08362811800003, 5.154829933, 19.504761905",137.585638888889
"81","guster2011-03-21d1t01","A major, B major, B minor, Bb major, C major, C minor, Db major, E major, E minor, F major, G major","0.743038549000001, 3.715192744, 6.687346939, 4.458231292, 170.155827662, 14.117732427, 14.117732427, 17.089886621, 7.43038548699998, 9.659501134, 8.91646258599999","Am, Am7, B, B/D#, C, C6, Cm6, Cmaj7, D, E, E/B, E6, E7, E7/G#, Em, Em6, Em7, F, F/C, F#maj7, F6, Faug, Fmaj7, G, G6, G7, Gmaj7","18.204444444, 10.495419501, 18.018684806, 1.160997732, 92.276099778, 9.61306122500002, 1.39319727799997, 1.30031746, 0.371519274999997, 10.727619048, 2.461315193, 7.755464853, 1.30031746, 0.371519274000008, 9.84526077000001, 1.068117914, 6.455147393, 10.402539681, 2.925714285, 0.603718821000001, 0.603718821000001, 0.557278910999997, 6.501587301, 19.551201814, 0.743038549000005, 0.510839001999997, 4.504671202",114.749856410256
"82","guster2011-03-21t03","C major, C minor, Db major, E minor, F major, G major","173.12798186, 29.72154195, 2.229115646, 9.65950113399998, 0.743038548000001, 0","Abmaj7, Am, Am7, B, Bm, C, C/E, C6, Cm, Cmaj7, D6, D7/F#, Em, Em7, F, F/C, F7, Fm, Fmaj7, G, Gmaj7","1.02167800499998, 21.362358278, 1.95047619, 1.30031746, 0.464399092999997, 64.644353739, 1.114557823, 13.560453514, 7.89478458100001, 17.27564626, 0.417959183999983, 1.02167800399999, 5.71210884300004, 9.14866213100002, 10.309659865, 8.96290249499998, 1.71827664400001, 0.975238095999998, 3.11147392300001, 20.805079364, 4.040272109",124.1296
"83","Guster2011-03-31t19","A minor, C major, C minor, E minor, F major, G major, G minor","10.402539683, 48.297505668, 39.381043083, 9.65950113300002, 64.644353742, 22.291156464, 5.201269841","A, Am, Am7, Bbm, Bmaj7, C, C6, Cm, Cmaj7, Ebmaj7, Em, F, F/C, F6, Fm, Fmaj7, G, G/F, G6, G7, G7/B, Gdim7/F","1.95047619100001, 6.40870748300001, 13.467573696, 0.510839002999973, 4.96907029400003, 70.960181407, 33.57605442, 1.625396825, 7.98766439899999, 0.603718821000001, 13.421133786, 8.54494331199999, 6.91954648600002, 1.99691609999999, 0.835918368000002, 2.60063491999998, 23.870113379, 0.417959184000011, 1.764716553, 0.557278910999997, 5.01551020499997, 2.60063492",123.846086956522
"84","guster2011-04-08t23","A major, A minor, Ab major, C major, C minor, C# minor, D minor, Eb / D# minor, F major, F# / Gb major, G major, G minor","3.71519274300002, 28.978503401, 3.71519274299996, 117.400090702, 35.66585034, 4.45823129300001, 1.48607709799998, 3.71519274400001, 0.743038548000015, 16.346848072, 43.096235829, 2.22911564699999","A, Abaug, Am, Am6, Am7, B, Baug, Bb/F, Bbm, Bdim7, C, C#, C#6, C#dim7/B, C#maj7, C6, Cdim7, Cmaj7, D, D7, Ddim7/C, Em, Em7, F, F/C, F#, F6, Faug, Fmaj7, G, G/F, G7, Gm, Gmaj7","1.811156463, 1.95047618999999, 11.702857142, 0.696598639000001, 14.907210884, 0.882358277000009, 0.371519274999997, 1.43963718800001, 3.575873016, 0.417959184000011, 52.4770975, 3.48299319700001, 2.136235828, 1.48607709800001, 1.85759637199999, 16.950566894, 1.57895691599998, 8.26630385499999, 1.11455782299998, 0.510839001999997, 3.52943310699999, 5.71210884300001, 10.495419502, 19.82984127, 3.66875283499999, 2.275555556, 15.696689343, 1.30031746, 9.24154195100003, 19.504761905, 0.464399092999997, 0.650158730000001, 3.39011337900001, 8.54494331200001",121.324185714286
"85","guster2011-05-02t16","Ab major, Bb major, C major, C minor, D minor, G major, G minor","32.693696146, 2.22911564699999, 88.421587301, 62.415238094, 4.45823129200002, 21.548117914, 7.43038548799998","Am, Am7, Baug, C, C/E, Cm, Cmaj7, Em, F, F/C, Fm, Fmaj7, G","8.35918367299997, 18.0186848080001, 0.510839003000001, 95.526893422, 1.160997732, 3.76163265400001, 1.53251700599998, 17.182766441, 19.0403628110001, 1.71827664399999, 1.95047619100001, 3.25079364999999, 24.148752836",131.861088235294
"86","guster2011-05-06d1t05","A major, Ab major, Bb major, C major, C minor, C# minor, D minor, Db major, F major, G major","8.916462585, 5.20126984100001, 2.972154195, 111.455782314, 67.616507936, 11.14557823, 0, 2.229115646, 2.972154195, 5.201269842","Abdim7/Gb, Am, Am7, Bb7/D, C, C6, Cm, Cm6, Cmaj7, E6, Em, Em7, F, F/C, F#7, F#dim7, Fm, Fmaj7, G, Gmaj7","4.82975056700002, 4.41179138399998, 8.87002267700002, 3.71519274399998, 69.938503402, 38.127165533, 5.10839002299998, 1.857596372, 3.66875283400001, 3.48299319700001, 8.823582767, 1.95047619, 8.684263037, 15.185850339, 1.39319727899999, 0.882358277000009, 1.857596372, 1.02167800499998, 21.037278911, 3.297233559",134.854588235294
"87","guster2011-05-07d2t06","Bb major, C major, C minor, C# minor, D major, Db major, E minor, Eb / D# minor, Eb major, F major, F minor, G major","0.743038548999976, 150.093786848, 37.151927437, 0.743038548, 8.173424036, 0.743038548999991, 2.972154195, 8.173424036, 1.48607709800001, 7.43038548799998, 2.22911564600003, 16.346848073","Ab/Bb, Am, Am7, Bbmaj7, Bdim7, C, C6, Cm, Cmaj7, Em, Em7, F, F/C, Fdim7/Eb, Fmaj7, G, G6, G7/B, Gmaj7","1.02167800399999, 13.142494332, 9.61306122600001, 1.85759637199999, 0.417959182999994, 53.823854871, 8.870022675, 4.08671201799999, 32.600816326, 12.167256235, 1.996916099, 13.885532881, 14.303492065, 3.52943310700002, 3.76163265400001, 21.919637189, 0.417959184000004, 3.99383219999999, 2.136235828",139.056914285714
"88","guster2011-06-25t02","A minor, C major, C minor, Db major, F major, F minor, G minor","22.291156463, 120.372244898, 45.325351474, 2.229115646, 5.20126984000001, 12.631655329, 0","A, Am, Am7, C, C/E, C#7/E#, C6, E, E/G#, Eb, Em, F, F#aug, F6, F7, Fm7, Fmaj7, G, G7/B","1.578956916, 11.517097505, 23.498594105, 70.727981858, 4.55111111199999, 3.482993198, 9.93814058899997, 0.464399093000026, 0.278639456000008, 0.510839003000001, 17.647165531, 21.548117915, 1.43963718799998, 0.975238095999998, 1.85759637199999, 1.57895691600001, 6.87310657500001, 24.102312926, 0.464399093000001",127.919807692308
"89","guster2011-08-02d1t01","A minor, Ab major, B major, C major, C minor, C# minor, E major, E minor, F major, G major, G# minor","9.65950113399998, 2.22911564599997, 8.173424035, 150.093786849, 23.03419501, 5.94430839, 0, 31.950657596, 26.749387756, 1.486077098, 11.145578232","A7/C#, Adim7, Am, Am7, B, C, C/E, C6, C7/E, Cdim7/Bb, E, E6, E7, Eaug, Edim7/D, Em, Em7, Emaj7, F, F/C, Fm, Fmaj7, G, G/B, G6, G7","0.417959182999999, 0.417959184, 21.966077095, 17.554285714, 16.625487529, 80.6196825399999, 2.739954648, 6.780226758, 1.02167800399997, 0.371519273999979, 18.158004535, 3.854512471, 3.43655328800003, 2.321995465, 0.417959183000022, 9.28798185900001, 3.436553288, 1.021678005, 11.331337871, 2.18267573700001, 0.882358275999991, 15.232290251, 18.111564625, 1.16099773299999, 2.04335600900001, 3.900952381",137.611296296296
"90","guster2011-08-04d1t02","A minor, Ab major, C major, C minor, C# minor, D minor, E minor, F major, F minor, G major","0, 6.68734693799999, 138.205170068, 42.35319728, 3.71519274299999, 2.229115646, 7.43038548800001, 20.062040816, 0.743038548, 20.062040817","Abmaj7, Adim7, Am, Am7, B7/D#, C, C/E, C/G, C6, Cm, Cmaj7, Eb, Em, Emaj7, F, F/C, F/G, F7, Fm, Fmaj7, G, Gaug, Gmaj7","2.136235828, 4.27247165399999, 11.795736961, 6.91954648600002, 1.39319727899999, 75.511292516, 1.207437642, 0.928798185999995, 32.043537416, 0.789478457999991, 6.59446712100002, 2.32199546500001, 12.724535147, 2.83283446800002, 13.74621315, 5.38702947900001, 3.436553288, 1.671836735, 1.95047619, 1.34675736999998, 4.45823129300001, 1.253877551, 17.647165533",150.79048
"91","guster2011-08-06d1t02","A major, A minor, Ab major, Bb major, C major, C minor, E major, F major, F# minor, G major","0.743038549000005, 8.916462585, 8.91646258499999, 1.48607709700002, 135.976054422, 22.291156462, 8.916462585, 20.805079365, 6.68734693899998, 37.151927438","Ab, Abm, Abmaj7, Adim7, Adim7/G, Am, Am7, B6, B7, B7/D#, Baug, C, C6, Cm, Cm6, Cmaj7, E, Em, F, Fdim7/Eb, Fmaj7, G, G/B","4.31891156400002, 4.87619047799998, 0.835918367000005, 0.696598639000001, 2.275555556, 8.40562358299998, 47.554467119, 3.29723356000002, 7.94122449000002, 1.02167800499998, 0.696598639000001, 67.337868482, 1.857596371, 5.80498866200002, 3.80807256200001, 2.136235828, 0.464399092999997, 14.024852611, 20.062040814, 2.32199546499999, 3.90095238000001, 23.127074831, 4.59755102",138.9998475
"92","guster2011-08-09d1t01","(unknown), C major, C minor, E major, E minor, Eb major, F major, G major","8.173424037, 166.440634921, 37.894965986, 0, 33.436734693, 9.65950113399998, 2.229115646, 5.94430839","A, A7, Abmaj7, Am, Am7, B, B6, Baug, Bbdim7, Bmaj7, C, C/E, C#dim7/B, C6, C7, Cm7, Cmaj7, E, E/B, E7, Eaug, Em, Em7, Emaj7, F, F/C, F6, Fmaj7, G, G6, Gmaj7","5.47990929700001, 1.57895691600001, 2.368435374, 11.609977325, 10.077460317, 5.758548753, 1.904036282, 5.433469387, 4.41179138300001, 5.52634920599999, 64.040634921, 3.668752833, 1.253877551, 8.59138321899999, 1.43963718800001, 1.114557823, 4.08671201799999, 8.77714285700003, 9.613061224, 4.922630385, 0.557278911999987, 6.455147392, 16.207528343, 2.229115646, 23.545034016, 5.20126984200002, 8.31274376399998, 4.08671201799999, 25.541950115, 0.510839001999997, 0.464399092999997",120.774359459459
"93","guster2011-08-12d1t06","Ab major, Bb major, C major, C minor, D minor, Db major, E major, E minor, Eb major, F major, F# / Gb major, G minor","10.402539683, 7.43038548799998, 169.412789115, 35.665850339, 8.916462585, 2.972154196, 7.43038548699997, 8.916462585, 11.888616781, 5.20126984100003, 3.71519274399998, 0.743038548000015","Abm, Am, Am7, Bmaj7, C, C/E, C6, Cmaj7, Em, F, F#, F#m, F6, Fdim7/Eb, Fmaj7, G, Gdim7, Gmaj7","0.975238095999998, 7.15174603199999, 19.0868027220001, 1.16099773299999, 82.570158731, 2.182675738, 8.54494330999998, 3.482993198, 16.114648525, 20.851519274, 0.557278910999997, 1.11455782299998, 1.30031746, 1.62539682600001, 7.987664399, 25.170430837, 1.996916099, 0.371519274000008",124.032141860465
"94","guster2011-11-26d1t07","A major, A minor, C major, C minor, C# minor, D major, D minor, F major, F minor, G major","0, 77.27600907, 99.567165534, 7.430385488, 1.48607709800001, 0.743038548, 5.94430839, 0.743038547999987, 11.145578231, 7.430385487","Am, Am7, Amaj7, B/F#, C, C/E, C#m, C6, Cmaj7, Ddim7/C, Dm7, E, E7/G#, Eaug, Em, Em7, Emaj7, F, F/C, F/G, F7, Fm, Fmaj7, G, G7/B, Gmaj7","26.981587302, 4.08671201899998, 0.835918367000005, 0.975238095999998, 52.616417232, 3.111473923, 1.068117914, 16.021768709, 2.368435374, 0.510839001999997, 0.557278912000001, 12.167256235, 0.371519274999997, 1.34675736999999, 7.15174603100003, 0.557278911999987, 0.510839002000012, 24.195192742, 1.764716553, 4.31891156499999, 1.81115646199999, 2.832834467, 6.13006802800003, 17.600725623, 1.85759637199999, 6.176507937",126.497958333333
"95","guster20110205t03","Ab major, Bb major, C major, C minor, Db major, E major, E minor, Eb / D# minor, F major, F minor, G major","75.046893425, 11.145578232, 24.520272108, 28.978503401, 0.743038549000005, 16.346848072, 0.743038549000005, 2.229115646, 15.603809524, 22.291156462, 18.575963719","A, Ab, Am, Am7, Amaj7, Baug, Bm6, C, C/E, C6, Cmaj7, Ddim7/C, E, Eaug, Em, Em7, F, F/C, F7, Fm, Fmaj7, G, G7/B, Gmaj7","4.36535147299999, 1.25387755099999, 6.873106577, 4.82975056599999, 3.250793651, 0.464399093000026, 0.464399092999997, 60.74340136, 1.160997732, 30.511020408, 17.043446713, 2.22911564699999, 6.68734693900002, 1.16099773299999, 14.303492064, 4.736870748, 5.94430838899999, 1.57895691600001, 1.67183673399998, 6.50158730200001, 5.665668934, 10.356099773, 1.39319727899999, 13.699773244",136.019052631579
"96","guster2012-04-05-ca14-flac16-t-16","C major, C minor, Db major, F major, F minor, F# / Gb major","103.282358274, 61.672199547, 0.743038549000005, 24.52027211, 0, 9.65950113399998","Am, Am7, C, Cmaj7, Em, F, F/C, F/G, Fmaj7, G, G/A","11.563537416, 24.659591836, 74.257414969, 2.368435374, 20.665759636, 26.238548751, 3.34367346900001, 5.06195011399999, 5.01551020499998, 22.523356008, 0.789478457999991",118.717454545455
"97","guster2012-04-21d2t04","A major, A minor, Ab major, B major, Bb major, Bb minor, C major, C minor, C# minor, Db major, E minor, Eb / D# minor, F major, F minor, F# / Gb major, F# minor, G major, G minor","2.22911564700001, 6.68734693899998, 2.22911564500004, 11.145578231, 5.94430839, 43.096235829, 133.003900228, 11.145578231, 0.743038547999987, 19.319002267, 5.94430839, 28.235464852, 29.721541951, 9.65950113199997, 14.117732427, 12.631655329, 31.950657596, 0.743038549000005","Ab7/C, Abdim7, Abmaj7, Adim7/G, Am, Am7, B, B6, B7/D#, Bb6, Bbm, Bbm6, Bmaj7, C, C#/G#, C#m, C#maj7, Caug, Cdim7, Cm, Cm6, Cmaj7, D, D/E, Ddim7/C, Dm, Dmaj7, Eb, Eb7, Em, F, F/C, F/G, F#/A#, F#/C#, F#m, F#maj7, Fm, Fmaj7, G, G/A, G6, G7/B, Gmaj7","2.78639455799998, 3.43655328800003, 1.85759637199999, 0.325079365000022, 18.297324261, 14.117732424, 0.557278910999997, 2.92571428500003, 0.789478457999991, 2.04335600899999, 17.554285715, 0.835918367999994, 1.81115646199999, 65.712471659, 0.835918367000005, 3.25079364999999, 5.06195011300005, 0.650158731000005, 5.20126984099997, 12.260136054, 1.39319727899999, 8.45206349299999, 0.464399092999997, 0.325079364999993, 1.02167800499998, 0.975238095999998, 1.30031746, 0.835918366999977, 1.25387755099996, 22.61623583, 27.260226755, 0.557278912000015, 1.39319727900001, 1.06811791400003, 1.30031746000003, 3.29723356000005, 2.97215419500003, 1.25387755099999, 12.770975057, 11.563537414, 0.464399092999997, 5.851428572, 0.650158730999976, 5.52634920599996",143.907777777778
"98","guster2013-07-23t01","(unknown), A minor, Ab major, Bb major, C major, C minor, Db major, F major, F minor, G major, G minor","7.430385487, 14.860770975, 2.229115645, 0, 153.065941043, 9.659501134, 30.464580499, 2.972154195, 0.743038549, 2.229115647, 8.173424036","A, Am, Am7, B7, Bdim7, Bmaj7, C, C/G, C#7/E#, C6, Cmaj7, Ddim7/C, E, Em, F, F/C, F6, Fmaj7, G, Gdim7/F","1.718276643, 14.582131521, 23.498594103, 0.464399092999997, 1.904036281, 0.835918367, 60.3718820870001, 4.411791383, 3.018594105, 2.13623582699998, 8.96290249500001, 2.04335600900001, 4.69043083900002, 14.489251703, 29.210702945, 3.80807256299997, 4.27247165599999, 12.120816326, 24.566712018, 4.226031746",130.180967741935
"99","guster2013-12-01d1t22","A minor, Ab major, B major, Bb major, C major, C minor, D minor, Db major, E minor, Eb / D# minor, Eb major, F major, F minor, F# / Gb major, G major, G minor, G# minor","20.805079366, 0.743038549000005, 6.68734693799999, 5.20126984, 137.462131519, 17.089886621, 4.458231293, 18.575963719, 4.45823129199999, 5.94430839, 2.972154195, 12.631655329, 8.91646258400002, 1.48607709799998, 2.972154195, 0.743038549, 8.17342403699999","A, Ab7/C, Am, Am7, C, C/E, C6, Cmaj7, D, Ddim7, Dm7, E, Eaug, Eb, Ebm, Ebm6, Em, Em7, Emaj7, F, F/C, F#6, F#maj7, F6, Fdim7/Eb, Fm, Fmaj7, G, G/A, G6, Gmaj7","1.811156463, 3.06503401299997, 4.411791382, 28.281904762, 66.409070294, 0.882358276000005, 6.594467119, 3.11147392300001, 0.789478457999991, 1.57895691600001, 3.20435374200001, 1.30031746, 0.928798185999995, 1.811156463, 5.247709751, 2.507755102, 17.229206349, 4.64399092999997, 3.575873016, 25.727709752, 1.764716554, 1.11455782300004, 1.25387755100002, 3.66875283500001, 1.99691609899998, 1.71827664400001, 4.64399092999997, 16.486167801, 1.20743764099998, 2.27555555500001, 9.52018140699998",130.230432432432
