id,Track Name,Performance Date,Track duration,Tempo,Max Key,Keys,Key_durations
50,Ripple,1980-10-23,281.666667,121.47004402861364,1,"['C', 'D', 'F', 'G', 'Ab / G#', 'Cm', 'Dm', 'Fm', 'Gm', 'Am', 'Bbm']","[135.233015872, 6.687346939000008, 3.715192743000003, 74.30385487699996, 5.94430839, 14.117732427, 9.65950113400001, 0.05505702300001758, 14.117732425000014, 12.631655328999983, 5.201269841]"
51,Ripple,1980-10-23,278.906667,126.97740742405702,8,"['C', 'D', 'G', 'Ab / G#', 'Cm']","[86.935510204, 14.11773242599999, 165.22176904100002, 3.7151927440000065, 8.916462585000005]"
52,Ripple,1980-10-23,278.813333,128.45434375636324,1,"['C', 'Db / C#', 'D', 'Eb / D#', 'F', 'Gb / F#', 'G', 'Ab / G#', 'Em', 'Gm', 'Am']","[126.316553288, 32.69369614600001, 14.860770975000008, 0.7430385480000155, 2.229115646, 2.229115647, 45.325351472999984, 32.86757336299998, 5.944308390000003, 4.458231292999997, 11.145578231000002]"
53,Ripple,1980-10-23,272.666667,131.22638321445893,9,"['C', 'Db / C#', 'Eb / D#', 'E', 'F', 'G', 'Ab / G#', 'A', 'Cm', 'Dm', 'Em', 'Fm', 'Gm', 'Am', 'unknown']","[23.777233560000013, 64.64435374300005, 14.860770975000003, 2.9436738030000242, 0.7430385480000155, 11.14557823099996, 106.25451247099994, 0.7430385490000049, 9.659501133, 0.7430385489999907, 9.659501134000024, 2.229115646000011, 17.089886620999977, 7.430385487999999, 0.743038549]"
54,Ripple,1980-10-23,266.858667,128.41582571719368,2,"['Db / C#', 'Eb / D#', 'G', 'Ab / G#', 'B/Cb', 'Dbm / C#m', 'Ebm / D#m', 'Fm', 'Abm / G#m', 'Am']","[131.51782312900002, 14.117732427000021, 0.7430385480000012, 103.39018627499999, 1.486077096999992, 5.944308390999999, 0.7430385490000049, 2.2291156460000003, 5.944308390000003, 0.7430385479999999]"
55,Ripple,1980-10-23,266.858667,128.41582571719368,2,"['Db / C#', 'Eb / D#', 'G', 'Ab / G#', 'B/Cb', 'Dbm / C#m', 'Ebm / D#m', 'Fm', 'Abm / G#m', 'Am']","[131.51782312900002, 14.117732427000021, 0.7430385480000012, 103.39018627499999, 1.486077096999992, 5.944308390999999, 0.7430385490000049, 2.2291156460000003, 5.944308390000003, 0.7430385479999999]"
56,Ripple,1980-10-23,272.693333,130.05275065612742,9,"['C', 'Db / C#', 'Eb / D#', 'F', 'G', 'Ab / G#', 'Dbm / C#m', 'Fm', 'Am']","[10.402539683, 84.70639455800003, 7.430385487999985, 0.7430385479999995, 4.456416900000022, 139.69124716599993, 14.860770975000001, 2.229115646000025, 8.173424036]"
57,Ripple,1980-10-25,295.253333,123.21819225752103,8,"['C', 'Gb / F#', 'G', 'A', 'B/Cb', 'Cm', 'Dm', 'Gbm / F#m', 'Gm']","[11.14557823200002, 0.26702914499998087, 112.19882086200003, 2.972154195, 1.486077098, 58.70004534999998, 59.443083899999976, 6.687346939000008, 42.35319727899999]"
58,Ripple,1980-10-25,286.386667,119.78369364400406,20,"['C', 'E', 'F', 'G', 'Cm', 'Dm', 'Em', 'Gm']","[45.32535147299998, 2.972154195, 18.575963719, 57.213968253000004, 11.888616780000007, 62.41523809699993, 5.518095571000011, 82.47727891200006]"
59,Ripple,1980-10-25,283.727143,118.20353238275965,8,"['C', 'D', 'G', 'Cm', 'Bm/Cbm']","[44.582312926000014, 5.944308390000003, 193.076440052, 39.38104308299998, 0.743038549]"
60,Ripple,1980-10-25,286.381417,122.31330961825864,8,"['C', 'F', 'G', 'A', 'Cm', 'Dm', 'Em', 'Gm']","[40.867120180000015, 17.089886622999984, 69.10258503499999, 9.659501133, 20.805079363999994, 63.158276645999976, 3.2837299250000456, 62.415238093999996]"
61,Ripple,1980-10-25,284.2,122.1969397978197,8,"['C', 'G', 'Cm', 'Fm', 'Am', 'Bbm']","[7.430385487999999, 214.35437641599998, 43.09623582800001, 9.659501134000001, 8.916462585000005, 0.743038549]"
62,Ripple,1980-10-25,287.853333,120.2682707182974,8,"['C', 'Db / C#', 'Eb / D#', 'G', 'Ab / G#', 'Cm', 'Dm', 'Em', 'Gbm / F#m', 'Gm']","[40.86712018100002, 0.7430385489999995, 0.7430385489999907, 110.26711985, 22.291156461, 5.944308390000003, 45.325351474, 3.7151927439999994, 7.430385487000001, 50.526621315000014]"
63,Ripple,1980-10-26,307.853333,115.80631420470692,8,"['Gb / F#', 'G', 'B/Cb', 'Cm', 'Dm', 'Ebm / D#m']","[0.23537381600004892, 213.99510204000006, 2.9721541950000003, 72.07473922999995, 12.631655329000012, 5.9443083899999465]"
64,Ripple,1980-10-26,307.32,116.71420694869465,20,"['C', 'Db / C#', 'F', 'Gb / F#', 'G', 'Cm', 'Dm', 'Gm', 'Bm/Cbm']","[40.124081635000024, 5.94430839, 0.7430385489999978, 8.618503401999982, 57.213968253000026, 37.151927437000026, 34.17977324299998, 122.60136054199995, 0.743038549]"
65,Ripple,1980-10-26,308.92,114.85258607579219,1,"['C', 'Eb / D#', 'F', 'G', 'Cm', 'Dm', 'Fm', 'Gm']","[112.19882086300002, 0.7430385490000049, 9.659501134000001, 51.269659865, 12.631655328000003, 26.749387754000004, 10.21850340100002, 85.44943310599996]"
66,Ripple,1980-10-26,298.786667,114.92604347390728,1,"['C', 'F', 'G', 'Cm', 'Dm', 'Gm']","[92.87981859500002, 13.374693878000004, 37.23709783700002, 26.749387756000004, 41.61015872899999, 86.93551020499999]"
67,Ripple,1980-10-26,290.533333,114.6010895563328,8,"['C', 'Db / C#', 'D', 'Eb / D#', 'F', 'G', 'Ab / G#', 'Dm', 'Gm']","[60.929160996999904, 8.916462585000005, 30.464580499000007, 3.715192744, 8.916462585, 89.16988628700012, 14.117732427000002, 27.492426303999984, 46.811428572]"
68,Ripple,1980-10-27,286.045625,121.28127809872694,8,"['C', 'Db / C#', 'D', 'Eb / D#', 'G', 'Ab / G#', 'Bb', 'Cm', 'Dm', 'Ebm / D#m', 'Gm', 'Bbm']","[82.47727891199999, 26.749387753999997, 20.805079364999983, 10.402539683000015, 94.341679422, 2.2291156460000003, 0.7430385490000013, 6.68734693899998, 22.291156463000007, 4.458231292999999, 11.145578230999991, 3.7151927430000002]"
69,Ripple,1980-10-27,286.053333,121.28097295445657,8,"['C', 'Db / C#', 'D', 'Eb / D#', 'G', 'Ab / G#', 'Bb', 'Cm', 'Dm', 'Ebm / D#m', 'Gm', 'Bbm']","[82.47727891199999, 26.749387753999997, 20.805079364999983, 10.402539683000015, 94.34938742200004, 2.2291156460000003, 0.7430385490000013, 6.68734693899998, 22.291156463000007, 4.458231292999999, 11.145578230999991, 3.7151927430000002]"
70,Ripple,1980-10-27,288.253333,124.58636430822821,1,"['C', 'D', 'Eb / D#', 'Gb / F#', 'G', 'Ab / G#', 'Cm', 'Dm', 'Gm', 'Abm / G#m']","[124.08743764399999, 14.860770974000005, 18.575963719000015, 0.7430385490000049, 55.682267239, 5.94430839, 14.86077097599998, 26.006349205, 25.26331065800001, 2.229115646]"
71,Ripple,1980-10-27,280.96,122.6147993791765,8,"['C', 'D', 'G', 'B/Cb', 'Dm', 'Em', 'Gm']","[80.99120181399996, 41.610158732, 97.42947845800002, 4.458231293000001, 14.117732425999982, 0.7430385479999999, 41.61015872900001]"
72,Ripple,1980-10-29,286.253333,122.77981429712025,8,"['C', 'D', 'G', 'B/Cb', 'Cm', 'Gm']","[28.235464850999975, 31.950657596999974, 206.74820828400004, 3.715192744, 6.687346939000008, 8.916462585000005]"
73,Ripple,1980-10-29,284.293333,118.53764206800001,8,"['C', 'D', 'F', 'G', 'B/Cb', 'Bm/Cbm']","[28.235464851999943, 40.12408163299999, 3.7151927439999994, 207.0173239300001, 2.9721541950000003, 2.229115646]"
74,Ripple,1980-10-29,285.72,118.75774045147845,8,"['C', 'D', 'F', 'G', 'Ab / G#', 'Cm', 'Dm', 'Ebm / D#m', 'Em', 'Bbm']","[21.548117915000024, 28.978503400999998, 4.458231292999983, 207.30775510099997, 5.9443083889999855, 7.430385489000031, 5.2012698409999985, 2.622312925000017, 1.486077097, 0.743038549]"
75,Ripple,1980-10-29,286.68,120.62904841705023,8,"['C', 'D', 'F', 'G', 'B/Cb', 'Cm', 'Fm']","[31.207619049000044, 28.97850340099997, 0.7430385490000049, 214.60526076999997, 2.972154195, 3.715192744, 4.458231292000001]"
76,Ripple,1980-10-30,287.413333,121.48452598803426,8,"['C', 'D', 'G', 'Dm', 'Gm', 'Bm/Cbm']","[47.55446712000005, 11.145578231999991, 188.58920601599996, 8.173424036, 25.263310657000005, 6.687346939]"
77,Ripple,1980-10-30,284.853333,118.8927076629923,8,"['C', 'D', 'Eb / D#', 'G']","[36.40888888700002, 15.603809523999985, 1.486077098, 231.354557491]"
78,Ripple,1980-10-30,282.466667,119.90596050897128,8,"['C', 'G', 'Dm', 'Gm', 'Am', 'unknown']","[54.24181405900002, 196.27419534299992, 11.888616780000007, 13.37469387900002, 5.944308390000003, 0.743038549]"
79,Ripple,1980-10-31,263.013333,125.78074697096429,8,"['C', 'D', 'F', 'G', 'Em', 'Gm']","[65.387392291, 22.291156462999993, 3.7151927439999994, 167.16136021, 2.229115645999997, 2.2291156460000003]"
80,Ripple,1980-10-31,260.413333,126.6428822692695,1,"['C', 'D', 'G', 'Dbm / C#m', 'Dm']","[115.91401360299997, 24.520272109000018, 106.60435341000003, 2.229115647, 11.145578231000002]"
81,Ripple,1980-10-31,276.746667,127.59546812459976,8,"['C', 'D', 'G', 'Ab / G#', 'A', 'Cm']","[16.346848071999997, 19.31900226799999, 189.06811824699997, 15.603809524000006, 2.229115646, 34.179773243000014]"
82,Ripple,1980-10-31,263.693333,125.68130948367224,8,"['C', 'D', 'G', 'Ab / G#', 'A', 'Dm', 'Em']","[89.16462585000001, 9.659501133999996, 144.80716520099998, 5.944308389, 5.944308390000003, 4.458231291999994, 3.7151927439999994]"
83,Ripple,1980-12-06,339.733333,135.49773313542266,8,"['C', 'D', 'Eb / D#', 'E', 'F', 'Gb / F#', 'G', 'Ab / G#', 'Bb', 'B/Cb', 'Cm', 'Dbm / C#m', 'Dm', 'Bm/Cbm']","[63.901315192, 32.69369614499999, 5.201269842000045, 5.944308389000014, 4.458231292999983, 0.7430385490000049, 144.14947846, 10.402539681999997, 13.37469387599998, 8.916462585999966, 24.520272107999972, 17.99764139000007, 6.687346938999994, 0.743038549]"
84,Ripple,1980-12-31,290.24,128.15822176737674,8,"['C', 'Db / C#', 'D', 'F', 'Gb / F#', 'G', 'Em']","[86.93551020499999, 0.7430385480000155, 14.117732427000014, 2.229115646000011, 2.6840816330000052, 154.55201814, 28.978503400999987]"
85,Â Ripple,1980-12-31,282.12,122.44668158064857,1,"['C', 'D', 'F', 'G', 'Cm', 'Dm', 'Em', 'Am', 'unknown']","[119.62920635000003, 49.78358276499999, 11.145578230999998, 54.241814059000006, 15.603809524999997, 2.9721541950000017, 7.195736961999984, 17.832925169999996, 3.7151927430000002]"
86,Ripple,1980-12-31,293.453333,122.47558618250069,8,"['C', 'D', 'E', 'G', 'Ab / G#', 'Cm', 'Em', 'Fm', 'Gm']","[14.860770975000001, 21.54811791399996, 2.229115646, 216.22421768700005, 2.972154195, 4.458231291999994, 22.244262706000022, 1.4860770969999635, 7.430385487999985]"
87,Ripple,1981-05-22,245.546667,132.8048014086495,1,"['C', 'D', 'Eb / D#', 'G', 'Ab / G#', 'Em', 'Gm', 'Bm/Cbm', 'unknown']","[85.79337901800002, 40.12408163300002, 2.9721541950000017, 48.29750566799999, 7.430385486999995, 54.24181405999998, 2.972154196, 2.9721541950000003, 0.7430385479999999]"
88,Ripple ->,1981-05-22,242.68,134.25288041062828,2,"['Db / C#', 'D', 'Eb / D#', 'Ab / G#', 'Fm', 'Am']","[177.292607709, 0.743038547999987, 52.012698414000056, 5.2012698409999985, 6.68734693899998, 0.743038549]"
89,Ripple ->,1981-05-22,245.933333,134.1682951660939,8,"['C', 'D', 'G', 'Cm']","[103.26993163899996, 11.88861678100001, 110.71274376300002, 20.062040816999996]"
90,Ripple,1981-10-16,264.964104,131.4032663033774,13,"['C', 'D', 'G', 'Cm', 'Dm', 'Gm']","[42.35319728000001, 5.944308390000003, 71.774081322, 81.73424036299998, 15.60380952500002, 47.554467120000005]"
91,Ripple,1981-10-16,264.96,131.55584289132895,13,"['C', 'D', 'G', 'Cm', 'Dm', 'Gm']","[42.35319728000001, 5.944308390000003, 72.51301587099995, 83.220317461, 15.60380952500002, 45.325351473]"
92,Ripple,1981-10-16,261.613333,126.88731961007083,13,"['C', 'D', 'G', 'Cm', 'Dm', 'Gm']","[56.47092970499995, 37.89496598599999, 26.006349205999978, 71.33170068200008, 62.41523809400002, 7.494149327000002]"
93,Ripple,1981-10-16,258.306667,128.2464843658954,1,"['C', 'D', 'G', 'Cm', 'Dm']","[166.44063492, 48.297505670999996, 7.430385487, 8.173424036, 27.964716886000005]"
94,Ripple,1981-10-16,265.973333,131.23813682491797,8,"['D', 'G', 'Ab / G#', 'Cm', 'Em', 'Gbm / F#m', 'Bm/Cbm']","[98.08108843500001, 106.99755102000006, 1.4860770969999635, 36.374421436, 2.2291156470000004, 8.916462586000002, 11.888616778999996]"
95,Ripple,1988-09-03,348.173333,127.90293441024176,9,"['Db / C#', 'Eb / D#', 'E', 'F', 'Gb / F#', 'G', 'Ab / G#', 'Dbm / C#m', 'Ebm / D#m', 'Em', 'Fm', 'Abm / G#m']","[66.13043083999999, 46.068390022, 9.659501133999996, 20.06204081599998, 23.777233561000003, 12.631655329000012, 133.00390022699997, 17.089886621000005, 8.173424037, 6.687346938000019, 4.458231291000001, 0.43129218400002856]"
96,Ripple,1988-09-03,338.666667,112.87618103382744,7,"['Db / C#', 'E', 'F', 'Gb / F#', 'B/Cb', 'Em', 'Fm', 'Gbm / F#m', 'Bm/Cbm']","[24.520272110000025, 3.715192744000035, 13.958821193999995, 237.02929705199998, 29.721541949, 1.4860770980000098, 10.402539682999986, 12.631655329000012, 5.2012698409999985]"
97,Ripple,1988-09-03,346.053333,124.7533243775933,9,"['Db / C#', 'Eb / D#', 'F', 'Gb / F#', 'G', 'Ab / G#', 'Cm', 'Dbm / C#m', 'Dm', 'Ebm / D#m', 'Em', 'Fm', 'Gbm / F#m', 'Abm / G#m']","[57.95700680399999, 2.229115645999997, 22.08852574299999, 1.486077097999953, 4.45823129300004, 161.239365079, 1.4860770970000203, 37.894965987000006, 2.9721541949999875, 2.229115646000005, 2.972154193999984, 26.006349207000028, 0.743038549, 22.291156462000004]"
98,Ripple,1988-09-03,297.426667,119.40939842268445,1,"['C', 'Db / C#', 'D', 'G', 'Ab / G#', 'Cm', 'Dm', 'Em', 'Fm', 'Gm']","[106.25451247299993, 0.7430385490000049, 26.749387755000058, 44.58231292299997, 0.7430385489999995, 58.70004535099998, 17.089886622000023, 1.6973245970000237, 7.430385488000001, 33.43673469300002]"
